mem,bandwidth(MB/ms)
114163712,10.1
114229248,9.7
114294784,9.93
114360320,10.03
114425856,10.1
114491392,9.73
114556928,9.93
114622464,10.13
114688000,10.16
114753536,10.1
114819072,10.15
114884608,10.16
114950144,10.18
115015680,10.16
115081216,10.18
115146752,10.15
115212288,10.16
115277824,9.95
115343360,10.08
115408896,10.08
115474432,10.08
115539968,9.92
115605504,10.05
115671040,8.0
115736576,10.08
115802112,10.11
115867648,10.09
115933184,10.02
115998720,10.12
116064256,10.14
116129792,10.16
116195328,10.12
116260864,10.13
116326400,9.82
116391936,10.16
116457472,10.16
116523008,10.14
116588544,10.17
116654080,10.18
116719616,10.17
116785152,9.9
116850688,10.18
116916224,10.17
116981760,10.19
117047296,10.17
117112832,10.18
117178368,10.18
117243904,10.17
117309440,9.8
117374976,10.16
117440512,10.17
117506048,10.16
117571584,10.17
117637120,10.18
117702656,10.17
117768192,10.17
117833728,10.19
117899264,10.19
117964800,10.14
118030336,10.16
118095872,10.2
118161408,10.18
118226944,10.01
118292480,10.07
118358016,10.15
118423552,10.15
118489088,10.17
118554624,10.18
118620160,8.03
118685696,10.17
118751232,10.2
118816768,10.17
118882304,10.15
118947840,10.2
119013376,10.2
119078912,10.19
119144448,10.17
119209984,10.18
119275520,10.17
119341056,10.15
119406592,10.18
119472128,10.18
119537664,10.16
119603200,9.78
119668736,10.17
119734272,10.0
119799808,9.86
119865344,10.16
119930880,10.19
119996416,10.15
120061952,10.13
120127488,10.17
120193024,10.16
120258560,9.84
120324096,10.03
120389632,10.17
120455168,10.15
120520704,9.79
120586240,10.1
120651776,10.11
120717312,9.78
120782848,10.16
120848384,10.17
120913920,10.19
120979456,10.12
121044992,10.14
121110528,10.16
121176064,10.18
121241600,10.17
121307136,10.17
121372672,10.04
121438208,9.7
121503744,10.08
121569280,9.83
121634816,10.11
121700352,10.14
121765888,10.15
121831424,10.15
121896960,10.18
121962496,10.12
122028032,10.15
122093568,10.17
122159104,9.71
122224640,10.17
122290176,10.15
122355712,10.17
122421248,10.15
122486784,10.13
122552320,10.17
122617856,10.17
122683392,10.17
122748928,10.15
122814464,10.17
122880000,10.15
122945536,10.15
123011072,10.19
123076608,10.18
123142144,10.17
123207680,10.01
123273216,9.84
123338752,10.12
123404288,9.6
123469824,10.07
123535360,10.12
123600896,10.13
123666432,10.14
123731968,10.15
123797504,10.15
123863040,9.94
123928576,9.97
123994112,10.06
124059648,10.17
124125184,10.15
124190720,10.17
124256256,10.14
124321792,9.82
124387328,9.8
124452864,9.6
124518400,10.08
124583936,10.1
124649472,10.15
124715008,10.12
124780544,10.09
124846080,10.15
124911616,10.1
124977152,9.75
125042688,10.19
125108224,10.13
125173760,10.18
125239296,10.19
125304832,10.19
125370368,10.2
125435904,9.94
125501440,10.02
125566976,10.13
125632512,9.95
125698048,10.19
125763584,10.18
125829120,10.15
125894656,10.18
125960192,10.17
126025728,10.17
126091264,10.19
126156800,10.2
126222336,9.37
126287872,9.9
126353408,10.17
126418944,10.19
126484480,10.18
126550016,10.19
126615552,10.19
126681088,10.18
126746624,9.9
126812160,10.18
126877696,10.18
126943232,10.14
127008768,10.17
127074304,10.18
127139840,10.19
127205376,10.18
127270912,10.2
127336448,10.18
127401984,10.17
127467520,9.89
127533056,10.18
127598592,10.18
127664128,10.11
127729664,9.95
127795200,10.04
127860736,10.15
127926272,10.16
127991808,10.17
128057344,10.19
128122880,9.88
128188416,10.2
128253952,10.09
128319488,9.75
128385024,10.16
128450560,10.16
128516096,9.75
128581632,10.15
128647168,10.12
128712704,10.1
128778240,10.15
128843776,10.17
128909312,10.02
128974848,10.09
129040384,10.15
129105920,10.17
129171456,10.08
129236992,10.12
129302528,10.12
129368064,10.17
129433600,10.13
129499136,10.19
129564672,9.78
129630208,10.11
129695744,10.11
129761280,10.16
129826816,10.05
129892352,10.02
129957888,9.66
130023424,10.09
130088960,10.11
130154496,9.81
130220032,10.14
130285568,10.17
130351104,9.88
130416640,10.18
130482176,10.19
130547712,9.86
130613248,10.14
130678784,10.17
130744320,10.19
130809856,10.19
130875392,10.18
130940928,8.85
131006464,10.17
131072000,10.16
131137536,10.18
131203072,10.19
131268608,10.18
131334144,10.17
131399680,10.18
131465216,10.19
131530752,10.17
131596288,10.19
131661824,10.19
131727360,10.19
131792896,10.17
131858432,10.17
131923968,10.14
131989504,10.18
132055040,10.17
132120576,10.13
132186112,10.16
132251648,10.15
132317184,9.97
132382720,10.19
132448256,10.19
132513792,10.16
132579328,10.19
132644864,9.76
132710400,9.8
132775936,10.09
132841472,10.13
132907008,10.16
132972544,10.13
133038080,10.16
133103616,10.16
133169152,10.15
133234688,10.17
133300224,10.05
133365760,10.1
133431296,9.99
133496832,10.01
133562368,10.09
133627904,10.16
133693440,10.15
133758976,10.16
133824512,10.16
133890048,10.16
133955584,10.17
134021120,10.16
134086656,10.16
134152192,10.14
