mem,bandwidth(MB/ms)
113770496,10.2
113836032,10.16
113901568,10.19
113967104,10.18
114032640,10.17
114098176,10.19
114163712,10.13
114229248,10.18
114294784,10.15
114360320,10.17
114425856,10.19
114491392,10.18
114556928,10.2
114622464,10.17
114688000,10.18
114753536,10.16
114819072,10.18
114884608,10.19
114950144,10.18
115015680,10.17
115081216,10.18
115146752,10.19
115212288,10.18
115277824,10.16
115343360,10.18
115408896,10.17
115474432,10.17
115539968,10.17
115605504,10.18
115671040,9.89
115736576,10.19
115802112,10.17
115867648,10.17
115933184,10.19
115998720,10.17
116064256,10.17
116129792,10.18
116195328,10.18
116260864,10.17
116326400,10.15
116391936,10.16
116457472,10.18
116523008,10.17
116588544,10.18
116654080,10.19
116719616,10.18
116785152,10.18
116850688,10.18
116916224,10.19
116981760,10.18
117047296,10.19
117112832,10.18
117178368,10.18
117243904,10.15
117309440,10.18
117374976,10.17
117440512,10.16
117506048,10.15
117571584,10.18
117637120,10.18
117702656,10.18
117768192,10.18
117833728,10.19
117899264,10.18
117964800,10.18
118030336,10.19
118095872,10.17
118161408,9.83
118226944,10.17
118292480,10.18
118358016,10.18
118423552,10.16
118489088,10.17
118554624,10.16
118620160,10.16
118685696,10.19
118751232,10.18
118816768,10.17
118882304,10.17
118947840,10.18
119013376,10.16
119078912,10.18
119144448,10.19
119209984,10.15
119275520,10.18
119341056,10.17
119406592,10.17
119472128,10.15
119537664,10.16
119603200,10.18
119668736,10.14
119734272,10.18
119799808,10.18
119865344,10.17
119930880,9.18
119996416,10.18
120061952,10.18
120127488,9.86
120193024,10.18
120258560,10.18
120324096,10.17
120389632,10.18
120455168,10.18
120520704,10.16
120586240,10.17
120651776,10.16
120717312,10.17
120782848,10.02
120848384,10.19
120913920,10.17
120979456,10.16
121044992,10.2
121110528,10.18
121176064,10.17
121241600,10.18
121307136,10.19
121372672,10.17
121438208,10.16
121503744,10.18
121569280,10.15
121634816,10.16
121700352,10.17
121765888,10.16
121831424,10.17
121896960,10.18
121962496,10.18
122028032,10.18
122093568,10.17
122159104,10.19
122224640,10.19
122290176,10.17
122355712,9.79
122421248,10.17
122486784,10.17
122552320,10.15
122617856,10.18
122683392,10.17
122748928,10.16
122814464,10.18
122880000,10.18
122945536,10.18
123011072,10.15
123076608,10.18
123142144,10.18
123207680,10.17
123273216,10.18
123338752,10.18
123404288,10.18
123469824,9.89
123535360,10.18
123600896,10.16
123666432,10.16
123731968,9.98
123797504,10.16
123863040,10.16
123928576,9.8
123994112,10.16
124059648,10.17
124125184,10.18
124190720,10.19
124256256,10.19
124321792,10.19
124387328,10.18
124452864,10.18
124518400,10.17
124583936,9.85
124649472,10.16
124715008,10.16
124780544,10.15
124846080,10.17
124911616,10.17
124977152,10.17
125042688,10.17
125108224,10.17
125173760,10.18
125239296,10.16
125304832,10.19
125370368,10.17
125435904,10.17
125501440,10.14
125566976,10.17
125632512,10.17
125698048,10.15
125763584,9.83
125829120,9.97
125894656,10.15
125960192,10.13
126025728,10.08
126091264,10.07
126156800,9.75
126222336,10.14
126287872,10.13
126353408,10.18
126418944,10.12
126484480,10.18
126550016,10.07
126615552,9.47
126681088,10.05
126746624,10.13
126812160,10.04
126877696,9.89
126943232,10.16
127008768,10.14
127074304,9.78
127139840,10.18
127205376,10.18
127270912,10.19
127336448,10.17
127401984,10.2
127467520,10.17
127533056,10.14
127598592,10.19
127664128,10.18
127729664,10.18
127795200,10.07
127860736,10.01
127926272,9.81
127991808,10.04
128057344,10.13
128122880,10.13
128188416,10.16
128253952,10.18
128319488,10.09
128385024,10.17
128450560,9.98
128516096,10.05
128581632,10.12
128647168,10.08
128712704,10.17
128778240,10.17
128843776,10.17
128909312,10.11
128974848,10.14
129040384,10.16
129105920,9.72
129171456,10.1
129236992,10.01
129302528,9.81
129368064,10.14
129433600,10.16
129499136,10.17
129564672,10.18
129630208,10.18
129695744,10.16
129761280,9.91
129826816,10.18
129892352,10.17
129957888,9.83
130023424,10.18
130088960,10.15
130154496,10.17
130220032,9.73
130285568,10.12
130351104,10.06
130416640,10.12
130482176,10.17
130547712,10.17
130613248,10.16
130678784,10.18
130744320,10.18
130809856,10.17
130875392,9.7
130940928,9.99
131006464,10.11
131072000,10.11
131137536,10.17
131203072,10.15
131268608,10.11
131334144,9.9
131399680,10.01
131465216,10.02
131530752,9.78
131596288,10.01
131661824,10.07
131727360,10.17
131792896,10.17
131858432,10.17
131923968,10.18
131989504,9.85
132055040,10.17
132120576,10.17
132186112,10.0
132251648,10.07
132317184,10.13
132382720,10.17
132448256,10.18
132513792,10.19
132579328,10.18
132644864,10.18
132710400,10.18
132775936,10.19
132841472,10.19
132907008,10.18
132972544,10.16
133038080,10.17
133103616,10.17
133169152,10.17
133234688,10.15
133300224,10.08
133365760,9.65
133431296,10.06
133496832,10.12
133562368,10.0
133627904,10.06
133693440,10.12
133758976,10.12
133824512,10.13
133890048,10.16
133955584,10.18
134021120,10.16
134086656,10.18
134152192,10.18
